Y,X,,Status,Tissue,Count,Height (cm),Herbivory,Notes,Photo,subsite,plot
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,7,Salix pulchra,,,,11.9,,,FALSE,HE,6
,,XXXcarex,Standing dead,,,,,,FALSE,HE,6
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,8,XXXcarex,,,,16.1,,,FALSE,HE,6
,,Salix pulchra,,,,12.7,,,FALSE,HE,6
,,XXXcarex,Standing dead,,,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,9,Eriophorum vaginatum,Live,,2,10.5,,,FALSE,HE,6
,,Pedicularis vertisilata,,,,,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,10,Pedicularis vertisilata,Live,Flower stalk,,12.2,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
7,1,Eriophorum vaginatum,Live,Leaf,4,11.1,,,FALSE,HE,6
,,Salix pulchra,,,3,8.7,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,2,Eriophorum vaginatum,Live,Leaf,,7.6,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,3,Arctagrostis latifolia,,,,13.9,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,4,Eriophorum vaginatum,Live,,1,17.5,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,5,Salix pulchra,,,,14.1,,,FALSE,HE,6
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,6
,,Salix pulchra,,Stem,,,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,6,Arctagrostis latifolia,Standing dead,Flower stalk,,14,,,FALSE,HE,6
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,6
,,Salix pulchra,,Stem,,8.9,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,7,Eriophorum vaginatum,Standing dead,,5,20.3,,,FALSE,HE,6
,,Salix pulchra,,,,16.4,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,8,XXXcarex,Live,,3,15.8,,,FALSE,HE,6
,,XXXcarex,Standing dead,,3,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,9,XXXcarex,Live,,2,19.7,,,FALSE,HE,6
,,Salix pulchra,,,2,14.8,,,FALSE,HE,6
,,Salix pulchra,,Stem,2,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,10,Salix pulchra,,,,15.1,,,FALSE,HE,6
,,Arctagrostis latifolia,,,,,,,FALSE,HE,6
,,Arctagrostis latifolia,Standing dead,,,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
8,1,Eriophorum vaginatum,Live,,,1.7,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,2,Eriophorum vaginatum,Live,,1,9.6,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,3,Eriophorum vaginatum,Live,Leaf,4,17,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,4,Arctagrostis latifolia,,,,27.5,,,FALSE,HE,6
,,Eriophorum vaginatum,Live,,2,,,,FALSE,HE,6
,,Salix pulchra,,,,10.4,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,5,Eriophorum vaginatum,Live,,3,10.4,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,6
,,Salix pulchra,,,,7,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,6,Eriophorum vaginatum,Live,,2,6.9,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,7,Polygonum bistorta,,,2,8.1,,,FALSE,HE,6
,,Salix pulchra,,,2,6,,,FALSE,HE,6
,,Salix pulchra,,Stem,2,,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,8,XXXcarex,,,2,19,,,FALSE,HE,6
,,Eriophorum vaginatum,Live,,1,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,9,Eriophorum vaginatum,Live,,,8.3,,,FALSE,HE,6
,,XXXcarex,,,,,,,FALSE,HE,6
,,Salix pulchra,,,2,13.8,,,FALSE,HE,6
,,XXXcarex,Standing dead,,4,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,10,Arctagrostis latifolia,,,,18.5,,,FALSE,HE,6
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,6
,,Salix pulchra,Standing dead,Stem,,15,,,FALSE,HE,6
,,Arctagrostis latifolia,Standing dead,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
9,1,XXXcarex,Live,,5,12.8,,,FALSE,HE,6
,,XXXcarex,Standing dead,,2,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,2,Eriophorum vaginatum,Live,,5,16.9,,,FALSE,HE,6
,,Salix pulchra,,,3,13.4,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,3,Eriophorum vaginatum,Live,,4,13.5,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,4,XXXcarex,Live,,3,12.1,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,5,Eriophorum vaginatum,Live,,2,8.8,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,6,Eriophorum vaginatum,Live,,2,11.5,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,7,,,,FALSE,HE,6
,,Salix pulchra,,,,10.1,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,7,Eriophorum vaginatum,Live,,,6.5,,,FALSE,HE,6
,,Salix pulchra,,,2,5.6,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,,,,,FALSE,HE,6
,,XXXpeltigera,,,,,,,FALSE,HE,6
,8,Pedicularis vertisilata,Standing dead,Flower stalk,1,12.6,,,FALSE,HE,6
,,Eriophorum vaginatum,Live,,3,,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,2,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,9,XXXcarex,Live,,2,17.5,,,FALSE,HE,6
,,Salix pulchra,,,,,,,FALSE,HE,6
,,XXXcarex,Standing dead,,5,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,10,Arctagrostis latifolia,Standing dead,Flower stalk,1,19.3,,,FALSE,HE,6
,,Salix pulchra,Live,Leaf,2,15.1,,,FALSE,HE,6
,,XXXcarex,,,,,,,FALSE,HE,6
,,Polygonum bistorta,,,,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
10,1,XXXcarex,Live,,2,4.4,,,FALSE,HE,6
,,XXXcarex,Standing dead,,1,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,2,Eriophorum vaginatum,Live,,3,9.3,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,4,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,3,Eriophorum vaginatum,Standing dead,,7,9.4,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,4,Eriophorum vaginatum,Live,,1,5.9,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,5,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,5,Eriophorum vaginatum,Live,,2,15.2,,,FALSE,HE,6
,,XXXcarex,,,2,,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,6
,,Arctagrostis latifolia,,,,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,6,Eriophorum vaginatum,Live,,3,12.9,,,FALSE,HE,6
,,XXXcarex,,,,,,,FALSE,HE,6
,,Salix pulchra,,,,8.2,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,7,Eriophorum vaginatum,Live,,4,11.4,,,FALSE,HE,6
,,Salix pulchra,,,,6.6,,,FALSE,HE,6
,,Eriophorum vaginatum,Standing dead,,3,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,8,XXXcarex,Live,,,15.2,,,FALSE,HE,6
,,XXXcarex,Standing dead,,,,,,FALSE,HE,6
,,Eriophorum vaginatum,Live,,,,,,FALSE,HE,6
,,Senecio astropurpureus,,,,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,9,XXXothergram,Standing dead,Leaf,,6.5,,,FALSE,HE,6
,,XXXcarex,Live,Leaf,,,,,FALSE,HE,6
,,Salix pulchra,,,,3,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
,10,Salix pulchra,Live,Leaf,2,11.7,,,FALSE,HE,6
,,Salix pulchra,Standing dead,Leaf,,,,,FALSE,HE,6
,,XXXlitter,,,,,,,FALSE,HE,6
,,XXXothermoss,,,,,,,FALSE,HE,6
1,1,Astralagus umbelletus,Standing dead,Leaf,1,4.7,,Record  species which are in the plot but weren’t hit,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,Lemming or vole holes and a runway,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,Oxytropis nigrescens,FALSE,KO,6
1,2,Salix arctica,Live,Leaf,2,3.4,,Pedicularis vertisilata,FALSE,KO,6
,,XXXlitter,,,,,,Festuca baffinensis,FALSE,KO,6
1,3,Alopecurus alpinus,Live,Leaf,3,14.3,,Thamnolia subuliformis,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,Senecio astropurpureus,FALSE,KO,6
,,XXXlitter,,,,,,XXXotherforb,FALSE,KO,6
1,4,Alopecurus alpinus,Standing dead,Leaf,1,6.1,,,FALSE,KO,6
,,Salix arctica,Live,Stem,1,,,Just outside plot:,FALSE,KO,6
,,XXXlitter,,,,,,Polygonum viviparum,FALSE,KO,6
,,XXXothermoss,,,,,,,FALSE,KO,6
1,5,Alopecurus alpinus,Live,Leaf,1,4.6,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,1,,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
1,6,Alopecurus alpinus,Live,Leaf,1,8,,,FALSE,KO,6
,,Salix arctica,Live,Leaf,1,,,,FALSE,KO,6
,,XXXothermoss,,,,,,,FALSE,KO,6
1,7,Alopecurus alpinus,Live,Leaf,1,2.9,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
1,8,Alopecurus alpinus,Live,Leaf,1,6.2,,,FALSE,KO,6
,,XXXbareground,,,,,,,FALSE,KO,6
1,9,Dryas integrifolia,Live,Leaf,2,1.7,,,FALSE,KO,6
,,Dryas integrifolia,Live,Stem,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
1,10,Alopecurus alpinus,Standing dead,Leaf,1,2.8,,,FALSE,KO,6
,,XXXbareground,,,,,,,FALSE,KO,6
2,1,Alopecurus alpinus,Standing dead,Leaf,1,1,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
2,2,Alopecurus alpinus,Standing dead,Leaf,2,3,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
2,3,Alopecurus alpinus,Live,Leaf,3,9.1,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,4,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
2,4,Alopecurus alpinus,Live,Leaf,3,14.5,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
2,5,Alopecurus alpinus,Standing dead,Leaf,1,1.7,,,FALSE,KO,6
,,Dactylina arctica,Live,Leaf,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
2,6,Alopecurus alpinus,Standing dead,Leaf,1,2.6,,,FALSE,KO,6
,,Dactylina arctica,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
,,XXXothermoss,,,,,,,FALSE,KO,6
2,7,Alopecurus alpinus,Standing dead,Leaf,1,1.6,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
2,8,Dryas integrifolia,Live,Leaf,1,0.8,,,FALSE,KO,6
,,XXXbareground,,,,,,,FALSE,KO,6
2,9,Alopecurus alpinus,Standing dead,Leaf,1,2.8,,,FALSE,KO,6
,,Alopecurus alpinus,Live,Leaf,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXbareground,,,,,,,FALSE,KO,6
2,10,XXXcrustous,,,,0,,,FALSE,KO,6
3,1,Alopecurus alpinus,Standing dead,Leaf,2,5.8,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Flower,1,,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Flower stalk,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
3,2,Alopecurus alpinus,Live,Leaf,2,9.2,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
3,3,Alopecurus alpinus,Live,Leaf,3,10.9,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
3,4,Alopecurus alpinus,Standing dead,Leaf,1,5.5,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Flower stalk,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
3,5,Dactylina arctica,Live,Leaf,1,3.9,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXpeltigera,,,,,,,FALSE,KO,6
3,6,Alopecurus alpinus,Live,Leaf,1,7.8,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXpeltigera,,,,,,,FALSE,KO,6
3,7,XXXbareground,,,,0,,,FALSE,KO,6
3,8,XXXcrustous,,,,0,,,FALSE,KO,6
3,9,Dryas integrifolia,Live,Leaf,2,3.2,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
3,10,Dryas integrifolia,Live,Leaf,1,2.4,,,FALSE,KO,6
,,Dactylina arctica,Live,Leaf,1,,,,FALSE,KO,6
,,XXXbareground,,,,,,,FALSE,KO,6
4,1,Alopecurus alpinus,Standing dead,Leaf,1,5.4,,,FALSE,KO,6
,,Alopecurus alpinus,Live,Leaf,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
4,2,Astralagus umbelletus,Live,Leaf,1,6,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
4,3,Alopecurus alpinus,Live,Leaf,1,5.7,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
4,4,Alopecurus alpinus,Live,Leaf,1,8.8,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
4,5,Alopecurus alpinus,Live,Leaf,1,5.6,,,FALSE,KO,6
,,Cetraria islandica,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
4,6,Alopecurus alpinus,Live,Leaf,1,4.5,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
4,7,Alopecurus alpinus,Standing dead,Leaf,1,2.5,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
4,8,Alopecurus alpinus,Standing dead,Leaf,1,5.2,,,FALSE,KO,6
,,Luzula arctica,Live,Leaf,1,,,,FALSE,KO,6
,,XXXbareground,,,,,,,FALSE,KO,6
4,9,Alopecurus alpinus,Live,Leaf,1,4.6,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
4,10,Dryas integrifolia,Live,Leaf,2,2.2,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
5,1,Dryas integrifolia,Live,Leaf,2,3.1,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
5,2,Alopecurus alpinus,Standing dead,Flower stalk,1,14,,,FALSE,KO,6
,,Alopecurus alpinus,Live,Leaf,2,,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
5,3,Oxytropis campestris,Live,Leaf,1,1.1,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,3,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
5,4,Oxytropis campestris,Live,Leaf,1,6.3,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
5,5,Alopecurus alpinus,Live,Leaf,1,6.5,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
5,6,Dryas integrifolia,Live,Leaf,2,2.4,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
5,7,Alopecurus alpinus,Live,Leaf,1,5.8,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
5,8,Alopecurus alpinus,Standing dead,Leaf,1,2.6,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXothermoss,,,,,,,FALSE,KO,6
5,9,XXXcrustous,,,,0,,,FALSE,KO,6
5,10,Alopecurus alpinus,Standing dead,Flower stalk,1,12.1,,,FALSE,KO,6
,,Alopecurus alpinus,Live,Leaf,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
6,1,Alopecurus alpinus,Live,Leaf,2,11.5,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
6,2,Alopecurus alpinus,Live,Flower stalk,1,27.3,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Flower,1,,,,FALSE,KO,6
,,Alopecurus alpinus,Live,Leaf,3,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,3,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
6,3,Alopecurus alpinus,Standing dead,Leaf,3,5.1,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
6,4,Alopecurus alpinus,Standing dead,Leaf,2,4.2,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
6,5,Alopecurus alpinus,Live,Leaf,3,11.4,,,FALSE,KO,6
,,Luzula arctica,Standing dead,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
6,6,Alopecurus alpinus,Live,Leaf,2,12.4,,,FALSE,KO,6
,,Luzula arctica,Standing dead,Flower stalk,1,,,,FALSE,KO,6
,,XXXothermoss,,,,,,,FALSE,KO,6
6,7,Alopecurus alpinus,Standing dead,Leaf,1,0.4,,,FALSE,KO,6
,,XXXcrustous,,,,,,,FALSE,KO,6
6,8,Alopecurus alpinus,Standing dead,Leaf,3,3.6,,,FALSE,KO,6
,,Alopecurus alpinus,Live,Leaf,1,,,,FALSE,KO,6
,,XXXothermoss,,,,,,,FALSE,KO,6
6,9,Alopecurus alpinus,Live,Leaf,1,6.8,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
,,XXXbareground,,,,,,,FALSE,KO,6
6,10,Alopecurus alpinus,Standing dead,Leaf,4,13.2,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
7,1,Alopecurus alpinus,Live,Leaf,1,11.9,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,3,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
7,2,Alopecurus alpinus,Standing dead,Leaf,4,5.3,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
7,3,Alopecurus alpinus,Standing dead,Leaf,1,7.6,,,FALSE,KO,6
,,Oxytropis campestris,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
7,4,Alopecurus alpinus,Standing dead,Leaf,3,7.5,,,FALSE,KO,6
,,Pedicularis vertisilata,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
7,5,Alopecurus alpinus,Live,Leaf,2,6.5,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Flower stalk,1,,,,FALSE,KO,6
,,Salix arctica,Live,Stem,1,,,,FALSE,KO,6
,,Cladina mitis,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
7,6,XXXlitter,,,,0,,Lemming hole,FALSE,KO,6
7,7,Alopecurus alpinus,Standing dead,Leaf,2,1.6,,,FALSE,KO,6
,,XXXothermoss,,,,,,,FALSE,KO,6
7,8,Alopecurus alpinus,Live,Leaf,1,6.1,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,2,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Stem,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
7,9,Alopecurus alpinus,Standing dead,Leaf,4,3.4,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
7,10,XXXlitter,,,,0,,,FALSE,KO,6
8,1,Alopecurus alpinus,Live,Leaf,1,8.8,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,Salix arctica,Live,Stem,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,2,Alopecurus alpinus,Live,Leaf,1,11.2,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,3,Alopecurus alpinus,Standing dead,Leaf,2,7,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,2,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,4,Alopecurus alpinus,Live,Leaf,1,3,,,FALSE,KO,6
,,Oxytropis campestris,Live,Stem,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,5,Alopecurus alpinus,Live,Leaf,2,9.9,,,FALSE,KO,6
,,Alopecurus alpinus,Live,Stem,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,6,Alopecurus alpinus,Live,Leaf,1,12,,,FALSE,KO,6
,,Alopecurus alpinus,Standing dead,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,7,Alopecurus alpinus,Standing dead,Leaf,1,7.9,,,FALSE,KO,6
,,Alopecurus alpinus,Live,Leaf,2,,,,FALSE,KO,6
,,XXXcladonia,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,8,Dryas integrifolia,Live,Leaf,2,2.6,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,9,Alopecurus alpinus,Standing dead,Leaf,1,1.6,,,FALSE,KO,6
,,Dactylina arctica,Live,Leaf,1,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
8,10,Alopecurus alpinus,Live,Leaf,1,10.2,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Flower,1,,,,FALSE,KO,6
,,Dryas integrifolia,Standing dead,Flower stalk,1,,,,FALSE,KO,6
,,Dryas integrifolia,Live,Leaf,3,,,,FALSE,KO,6
,,XXXlitter,,,,,,,FALSE,KO,6
